images/schritt1,Überprüfe deine Bauteile.;Eine CR2032-Batterie ist nicht enthalten. Du kannst sie online oder in größeren Elektronikgeschäften kaufen.
images/schritt2,Drehe die Platine auf die Rückseite.;Füge Lötzinn auf das längliche LED-Pad hinzu{,} welches mit einem + markiert ist.
images/schritt3,Das lange Beinchen der LED markiert die positive Seite.;Biege die Beinchen so{,} dass die LED auf die Platine zeigt und die Beinchen auf der Platine aufliegen.;Löte das positive Beinchen (das lange) an das positive Pad{,} auf dem du bereits Lötzinn aufgebracht hast.;Achte darauf{,} dass das zweite Beinchen auch das andere Pad ohne Lot berührt.
images/schritt4,Löte das andere Beinchen der LED (Kathode{,} negative Seite) auf die Platine.;Schneide den Überstand der Beinchen ab.;Wiederhole die Schritte für die restlichen drei LEDs.
images/schritt5,Beim Taster ist die Richtung egal.;Gib Lötzinn auf eines der Pads.;Biege die Beinchen des Tasters so{,} dass die Beinchen die Oberfläche der Platine berühren können.;Erhitze das Pad mit Lötzinn erneut und schiebe gleichzeitig ein Beinchen des Tasters von der Seite auf das Pad.;Stelle sicher{,} dass das andere Beinchen des Tasters das andere Pad berührt.
images/schritt6,Löte das andere Beinchen des Tasters auf die Platine.
images/schritt7,Der Batteriehalter hat eine Richtung{,} die mit einer abgeschrägten Kante markiert ist. Die gleiche abgeschrägte Kante ist auch auf der Platine aufgedruckt.;Gib Lötzinn auf eins der Pads{,} auf denen später der Batteriehalter sitzen soll.;Erhitze das Pad mit Lötzinn erneut und schiebe gleichzeitig den Batteriehalter von der Seite auf das Pad.;Stelle sicher{,} dass das andere Beinchen des Batteriehalters das andere Pad berührt.;Löte das andere Beinchen auf das andere Pad auf der Platine auf.
images/schritt8,Lege die Batterie wie abgebildet ein.;Die Abnehmer der positiven Seite müssen die Oberseite der Batterie berühren. Schiebe die Batterie von links in den Batteriehalter und drücke nur die Abnehmer der linken Seite nach unten.;Du bist fertig! Drücke den Taster{,} um die LEDs ein- und auszuschalten.
