Anzahl,Beschreibung,Beschriftung/Farbcode
,
1,Elektrolytkondensator \SI{470}{\micro\farad},
2,Widerstand \SI{180}{\kilo\ohm},Braun | Grau | Schwarz | Orange | Gold,R1
1,Keramik Kondensator \SI{330}{\pico\farad},331
1,Motör
1,Diode
1,CD4069
1,Lautsprecher
1,MotörBörd Aufkleber
1,MotörBörd Platine (PCB)
1,Anleitung mit Flügel
