Quantity,Description,Labeling/color code
,
1,Electrolytic capacitor \SI{470}{\micro\farad},
2,Resistor \SI{180}{\kilo\ohm},Braun | Grau | Schwarz | Orange | Gold,R1
2,Ceramic capacitor \SI{330}{\pico\farad},331
1,Motör
1,Diode
1,CD4069
1,Speaker
1,MotörBörd sticker
1,MotörBörd circuit board (PCB)
1,Instructions with wing
